Species,plant_id,database,ref,interaction,lat,lon,Trophic.Niche,Realm
Manacus manacus,Melastomataceae sp Messeder_et_al._2020_-_Interaction_dataset_NW 024 F,Messeder_et_al._2020_-_Interaction_dataset_NW 024 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.61667,-43.35,Frugivore,Neotropical
Manacus manacus,Myrsinaceae sp. Messeder_et_al._2020_-_Interaction_dataset_NW 024 F,Messeder_et_al._2020_-_Interaction_dataset_NW 024 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.61667,-43.35,Frugivore,Neotropical
Manacus manacus,Myrtaceae sp. NW 023 F,Messeder_et_al._2020_-_Interaction_dataset_NW 024 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.61667,-43.35,Frugivore,Neotropical
Manacus manacus,Psychotria sp Messeder_et_al._2020_-_Interaction_dataset_NW 024 F,Messeder_et_al._2020_-_Interaction_dataset_NW 024 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.61667,-43.35,Frugivore,Neotropical
Manacus manacus,Urera baccifera,Messeder_et_al._2020_-_Interaction_dataset_NW 024 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.61667,-43.35,Frugivore,Neotropical
Manacus manacus,Urera caracasana,Messeder_et_al._2020_-_Interaction_dataset_NW 024 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.61667,-43.35,Frugivore,Neotropical
Mionectes rufiventris,Alchornea sp Messeder_et_al._2020_-_Interaction_dataset_NW 024 F,Messeder_et_al._2020_-_Interaction_dataset_NW 024 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.61667,-43.35,Invertivore,Neotropical
Mionectes rufiventris,Cecropia sp Messeder_et_al._2020_-_Interaction_dataset_NW 024 F,Messeder_et_al._2020_-_Interaction_dataset_NW 024 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.61667,-43.35,Invertivore,Neotropical
Mionectes rufiventris,Loranthaceae,Messeder_et_al._2020_-_Interaction_dataset_NW 023 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.7,-43.88333,Invertivore,Neotropical
Mionectes rufiventris,Loranthaceae,Messeder_et_al._2020_-_Interaction_dataset_NW 024 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.61667,-43.35,Invertivore,Neotropical
Mionectes rufiventris,Psychotria sp Messeder_et_al._2020_-_Interaction_dataset_NW 023 F,Messeder_et_al._2020_-_Interaction_dataset_NW 023 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.7,-43.88333,Invertivore,Neotropical
Mionectes rufiventris,Talauma ovata,Messeder_et_al._2020_-_Interaction_dataset_NW 023 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.7,-43.88333,Invertivore,Neotropical
Mionectes rufiventris,Talauma ovata,Messeder_et_al._2020_-_Interaction_dataset_NW 024 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.61667,-43.35,Invertivore,Neotropical
Mionectes rufiventris,Xylopia brasiliensis,Messeder_et_al._2020_-_Interaction_dataset_NW 024 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.61667,-43.35,Invertivore,Neotropical
Neopelma chrysolophum,Araliaceae sp Messeder_et_al._2020_-_Interaction_dataset_NW 024 F,Messeder_et_al._2020_-_Interaction_dataset_NW 023 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.7,-43.88333,Frugivore,Neotropical
Neopelma chrysolophum,Melastomataceae sp Messeder_et_al._2020_-_Interaction_dataset_NW 023 F,Messeder_et_al._2020_-_Interaction_dataset_NW 023 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.7,-43.88333,Frugivore,Neotropical
Neopelma chrysolophum,Miconia budlejoides,Messeder_et_al._2020_-_Interaction_dataset_NW 023 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.7,-43.88333,Frugivore,Neotropical
Neopelma chrysolophum,Myrsinaceae sp. Messeder_et_al._2020_-_Interaction_dataset_NW 023 F,Messeder_et_al._2020_-_Interaction_dataset_NW 023 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.7,-43.88333,Frugivore,Neotropical
Neopelma chrysolophum,Psychotria sp Messeder_et_al._2020_-_Interaction_dataset_NW 023 F,Messeder_et_al._2020_-_Interaction_dataset_NW 023 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.7,-43.88333,Frugivore,Neotropical
Saltator similis,Araliaceae sp Messeder_et_al._2020_-_Interaction_dataset_NW 024 F,Messeder_et_al._2020_-_Interaction_dataset_NW 023 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.7,-43.88333,Invertivore,Neotropical
Saltator similis,Melastomataceae sp Messeder_et_al._2020_-_Interaction_dataset_NW 023 F,Messeder_et_al._2020_-_Interaction_dataset_NW 023 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.7,-43.88333,Invertivore,Neotropical
Saltator similis,Miconia budlejoides,Messeder_et_al._2020_-_Interaction_dataset_NW 023 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.7,-43.88333,Invertivore,Neotropical
Saltator similis,Miconia pusilliflora,Messeder_et_al._2020_-_Interaction_dataset_NW 023 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.7,-43.88333,Invertivore,Neotropical
Saltator similis,Urera sp,Messeder_et_al._2020_-_Interaction_dataset_NW 024 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.61667,-43.35,Invertivore,Neotropical
Schiffornis virescens,Miconia pusilliflora,Messeder_et_al._2020_-_Interaction_dataset_NW 023 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.7,-43.88333,Omnivore,Neotropical
Sittasomus griseicapillus,Melastomataceae sp Messeder_et_al._2020_-_Interaction_dataset_NW 023 F,Messeder_et_al._2020_-_Interaction_dataset_NW 023 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.7,-43.88333,Invertivore,Neotropical
Tachyphonus coronatus,Urera baccifera,Messeder_et_al._2020_-_Interaction_dataset_NW 024 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.61667,-43.35,Invertivore,Neotropical
Tolmomyias sulphurescens,Xylopia brasiliensis,Messeder_et_al._2020_-_Interaction_dataset_NW 024 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.61667,-43.35,Invertivore,Neotropical
Trichothraupis melanops,Casearia sylvestris,Messeder_et_al._2020_-_Interaction_dataset_NW 024 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.61667,-43.35,Invertivore,Neotropical
Trichothraupis melanops,Melastomataceae sp Messeder_et_al._2020_-_Interaction_dataset_NW 023 F,Messeder_et_al._2020_-_Interaction_dataset_NW 023 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.7,-43.88333,Invertivore,Neotropical
Trichothraupis melanops,Melastomataceae sp Messeder_et_al._2020_-_Interaction_dataset_NW 024 F,Messeder_et_al._2020_-_Interaction_dataset_NW 024 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.61667,-43.35,Invertivore,Neotropical
Trichothraupis melanops,Psychotria sp Messeder_et_al._2020_-_Interaction_dataset_NW 024 F,Messeder_et_al._2020_-_Interaction_dataset_NW 024 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.61667,-43.35,Invertivore,Neotropical
Trichothraupis melanops,Urera baccifera,Messeder_et_al._2020_-_Interaction_dataset_NW 024 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.61667,-43.35,Invertivore,Neotropical
Turdus albicollis,Araliaceae sp Messeder_et_al._2020_-_Interaction_dataset_NW 024 F,Messeder_et_al._2020_-_Interaction_dataset_NW 024 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.61667,-43.35,Invertivore,Neotropical
Turdus albicollis,Euterpe edulis,Messeder_et_al._2020_-_Interaction_dataset_NW 024 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.61667,-43.35,Invertivore,Neotropical
Turdus albicollis,Lauraceae sp Messeder_et_al._2020_-_Interaction_dataset_NW 023 F,Messeder_et_al._2020_-_Interaction_dataset_NW 023 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.7,-43.88333,Invertivore,Neotropical
Turdus albicollis,Miconia budlejoides,Messeder_et_al._2020_-_Interaction_dataset_NW 023 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.7,-43.88333,Invertivore,Neotropical
Turdus albicollis,Myrsinaceae sp. Messeder_et_al._2020_-_Interaction_dataset_NW 024 F,Messeder_et_al._2020_-_Interaction_dataset_NW 024 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.61667,-43.35,Invertivore,Neotropical
Turdus albicollis,Myrtaceae sp. NW 023 F,Messeder_et_al._2020_-_Interaction_dataset_NW 023 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.7,-43.88333,Invertivore,Neotropical
Turdus albicollis,Psychotria sp Messeder_et_al._2020_-_Interaction_dataset_NW 023 F,Messeder_et_al._2020_-_Interaction_dataset_NW 023 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.7,-43.88333,Invertivore,Neotropical
Turdus albicollis,Rudgea recurva,Messeder_et_al._2020_-_Interaction_dataset_NW 023 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.7,-43.88333,Invertivore,Neotropical
Turdus albicollis,Sapindaceae sp Messeder_et_al._2020_-_Interaction_dataset_NW 023 F,Messeder_et_al._2020_-_Interaction_dataset_NW 023 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.7,-43.88333,Invertivore,Neotropical
Turdus albicollis,Sapindaceae sp Messeder_et_al._2020_-_Interaction_dataset_NW 024 F,Messeder_et_al._2020_-_Interaction_dataset_NW 024 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.61667,-43.35,Invertivore,Neotropical
Turdus flavipes,Miconia pusilliflora,Messeder_et_al._2020_-_Interaction_dataset_NW 023 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.7,-43.88333,Frugivore,Neotropical
Turdus flavipes,Psychotria suterella,Messeder_et_al._2020_-_Interaction_dataset_NW 023 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.7,-43.88333,Frugivore,Neotropical
Turdus flavipes,Rudgea recurva,Messeder_et_al._2020_-_Interaction_dataset_NW 023 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.7,-43.88333,Frugivore,Neotropical
Turdus leucomelas,Araliaceae sp Messeder_et_al._2020_-_Interaction_dataset_NW 024 F,Messeder_et_al._2020_-_Interaction_dataset_NW 024 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.61667,-43.35,Frugivore,Neotropical
Turdus leucomelas,Sapindaceae sp Messeder_et_al._2020_-_Interaction_dataset_NW 023 F,Messeder_et_al._2020_-_Interaction_dataset_NW 023 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.7,-43.88333,Frugivore,Neotropical
Turdus rufiventris,Araliaceae sp Messeder_et_al._2020_-_Interaction_dataset_NW 024 F,Messeder_et_al._2020_-_Interaction_dataset_NW 024 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.61667,-43.35,Invertivore,Neotropical
Turdus rufiventris,Sapindaceae sp Messeder_et_al._2020_-_Interaction_dataset_NW 024 F,Messeder_et_al._2020_-_Interaction_dataset_NW 024 F,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic Forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489.",1,-21.61667,-43.35,Invertivore,Neotropical
Anas crecca,Echinochloa crus-galli,Mendes_Mediterranean,"Mendes, S. B., Olesen, J. M., Memmott, J., Costa, J. M., Timóteo, S., Dengucho, A. L., ... & Heleno, R. (2024). Evidence of a European seed dispersal crisis. Science, 386(6718), 206-211.",1,40.921,-2.128,Herbivore aquatic,Saharo-Arabian
Garrulus glandarius,Quercus ilex,Mendes_Mediterranean,"Mendes, S. B., Olesen, J. M., Memmott, J., Costa, J. M., Timóteo, S., Dengucho, A. L., ... & Heleno, R. (2024). Evidence of a European seed dispersal crisis. Science, 386(6718), 206-211.",1,40.921,-2.128,Omnivore,Palearctic
Phoenicurus ochruros,Fallopia convolvulus,Mendes_Continental,"Mendes, S. B., Olesen, J. M., Memmott, J., Costa, J. M., Timóteo, S., Dengucho, A. L., ... & Heleno, R. (2024). Evidence of a European seed dispersal crisis. Science, 386(6718), 206-211.",1,51.6052,20.22,Invertivore,Palearctic
Lagopus lagopus,Carex pilulifera,Mendes_Atlantic,"Mendes, S. B., Olesen, J. M., Memmott, J., Costa, J. M., Timóteo, S., Dengucho, A. L., ... & Heleno, R. (2024). Evidence of a European seed dispersal crisis. Science, 386(6718), 206-211.",1,51.656,-0.336,Herbivore terrestrial,Saharo-Arabian
Garrulus glandarius,Quercus pyrenaica,Mendes_Mediterranean,"Mendes, S. B., Olesen, J. M., Memmott, J., Costa, J. M., Timóteo, S., Dengucho, A. L., ... & Heleno, R. (2024). Evidence of a European seed dispersal crisis. Science, 386(6718), 206-211.",1,40.921,-2.128,Omnivore,Palearctic
Garrulus glandarius,Quercus petraea,Mendes_Continental,"Mendes, S. B., Olesen, J. M., Memmott, J., Costa, J. M., Timóteo, S., Dengucho, A. L., ... & Heleno, R. (2024). Evidence of a European seed dispersal crisis. Science, 386(6718), 206-211.",1,51.6052,20.22,Omnivore,Palearctic
Garrulus glandarius,Quercus rotundifolia,Mendes_Mediterranean,"Mendes, S. B., Olesen, J. M., Memmott, J., Costa, J. M., Timóteo, S., Dengucho, A. L., ... & Heleno, R. (2024). Evidence of a European seed dispersal crisis. Science, 386(6718), 206-211.",1,40.921,-2.128,Omnivore,Palearctic
Garrulus glandarius,Quercus suber,Mendes_Mediterranean,"Mendes, S. B., Olesen, J. M., Memmott, J., Costa, J. M., Timóteo, S., Dengucho, A. L., ... & Heleno, R. (2024). Evidence of a European seed dispersal crisis. Science, 386(6718), 206-211.",1,40.921,-2.128,Omnivore,Palearctic
Garrulus glandarius,Quercus faginea,Mendes_Mediterranean,"Mendes, S. B., Olesen, J. M., Memmott, J., Costa, J. M., Timóteo, S., Dengucho, A. L., ... & Heleno, R. (2024). Evidence of a European seed dispersal crisis. Science, 386(6718), 206-211.",1,40.921,-2.128,Omnivore,Palearctic
Garrulus glandarius,Quercus coccifera,Mendes_Mediterranean,"Mendes, S. B., Olesen, J. M., Memmott, J., Costa, J. M., Timóteo, S., Dengucho, A. L., ... & Heleno, R. (2024). Evidence of a European seed dispersal crisis. Science, 386(6718), 206-211.",1,40.921,-2.128,Omnivore,Palearctic
Garrulus glandarius,Quercus robur,Mendes_Atlantic,"Mendes, S. B., Olesen, J. M., Memmott, J., Costa, J. M., Timóteo, S., Dengucho, A. L., ... & Heleno, R. (2024). Evidence of a European seed dispersal crisis. Science, 386(6718), 206-211.",1,51.656,-0.336,Omnivore,Palearctic
Sitta europaea,Corylus avellana,Mendes_Atlantic,"Mendes, S. B., Olesen, J. M., Memmott, J., Costa, J. M., Timóteo, S., Dengucho, A. L., ... & Heleno, R. (2024). Evidence of a European seed dispersal crisis. Science, 386(6718), 206-211.",1,51.656,-0.336,Invertivore,Palearctic
Corvus corone,Quercus petraea,Mendes_Continental,"Mendes, S. B., Olesen, J. M., Memmott, J., Costa, J. M., Timóteo, S., Dengucho, A. L., ... & Heleno, R. (2024). Evidence of a European seed dispersal crisis. Science, 386(6718), 206-211.",1,51.6052,20.22,Omnivore,Palearctic
Oxyura leucocephala,Ruppia drepanensis,Mendes_Mediterranean,"Mendes, S. B., Olesen, J. M., Memmott, J., Costa, J. M., Timóteo, S., Dengucho, A. L., ... & Heleno, R. (2024). Evidence of a European seed dispersal crisis. Science, 386(6718), 206-211.",1,40.921,-2.128,Aquatic predator,Palearctic
Oxyura jamaicensis,Ruppia drepanensis,Mendes_Mediterranean,"Mendes, S. B., Olesen, J. M., Memmott, J., Costa, J. M., Timóteo, S., Dengucho, A. L., ... & Heleno, R. (2024). Evidence of a European seed dispersal crisis. Science, 386(6718), 206-211.",1,40.921,-2.128,Aquatic predator,Nearctic
Anas acuta,Ruppia maritima,Mendes_Mediterranean,"Mendes, S. B., Olesen, J. M., Memmott, J., Costa, J. M., Timóteo, S., Dengucho, A. L., ... & Heleno, R. (2024). Evidence of a European seed dispersal crisis. Science, 386(6718), 206-211.",1,40.921,-2.128,Herbivore aquatic,Saharo-Arabian
Spatula clypeata,Ruppia maritima,Mendes_Mediterranean,"Mendes, S. B., Olesen, J. M., Memmott, J., Costa, J. M., Timóteo, S., Dengucho, A. L., ... & Heleno, R. (2024). Evidence of a European seed dispersal crisis. Science, 386(6718), 206-211.",1,40.921,-2.128,Aquatic predator,Palearctic
Mareca penelope,Ruppia maritima,Mendes_Mediterranean,"Mendes, S. B., Olesen, J. M., Memmott, J., Costa, J. M., Timóteo, S., Dengucho, A. L., ... & Heleno, R. (2024). Evidence of a European seed dispersal crisis. Science, 386(6718), 206-211.",1,40.921,-2.128,Omnivore,Palearctic
Anas platyrhynchos,Ruppia maritima,Mendes_Mediterranean,"Mendes, S. B., Olesen, J. M., Memmott, J., Costa, J. M., Timóteo, S., Dengucho, A. L., ... & Heleno, R. (2024). Evidence of a European seed dispersal crisis. Science, 386(6718), 206-211.",1,40.921,-2.128,Herbivore aquatic,Palearctic
Mareca strepera,Ruppia maritima,Mendes_Mediterranean,"Mendes, S. B., Olesen, J. M., Memmott, J., Costa, J. M., Timóteo, S., Dengucho, A. L., ... & Heleno, R. (2024). Evidence of a European seed dispersal crisis. Science, 386(6718), 206-211.",1,40.921,-2.128,Herbivore aquatic,Palearctic
Aythya ferina,Ruppia maritima,Mendes_Mediterranean,"Mendes, S. B., Olesen, J. M., Memmott, J., Costa, J. M., Timóteo, S., Dengucho, A. L., ... & Heleno, R. (2024). Evidence of a European seed dispersal crisis. Science, 386(6718), 206-211.",1,40.921,-2.128,Herbivore aquatic,Palearctic
Fulica atra,Ruppia maritima,Mendes_Mediterranean,"Mendes, S. B., Olesen, J. M., Memmott, J., Costa, J. M., Timóteo, S., Dengucho, A. L., ... & Heleno, R. (2024). Evidence of a European seed dispersal crisis. Science, 386(6718), 206-211.",1,40.921,-2.128,Herbivore aquatic,Palearctic
Marmaronetta angustirostris,Ruppia maritima,Mendes_Mediterranean,"Mendes, S. B., Olesen, J. M., Memmott, J., Costa, J. M., Timóteo, S., Dengucho, A. L., ... & Heleno, R. (2024). Evidence of a European seed dispersal crisis. Science, 386(6718), 206-211.",1,40.921,-2.128,Herbivore aquatic,Palearctic
Streptopelia turtur,Echium plantagineum,Mendes_Mediterranean,"Mendes, S. B., Olesen, J. M., Memmott, J., Costa, J. M., Timóteo, S., Dengucho, A. L., ... & Heleno, R. (2024). Evidence of a European seed dispersal crisis. Science, 386(6718), 206-211.",1,40.921,-2.128,Granivore,Palearctic
Streptopelia turtur,Calendula arvensis,Mendes_Mediterranean,"Mendes, S. B., Olesen, J. M., Memmott, J., Costa, J. M., Timóteo, S., Dengucho, A. L., ... & Heleno, R. (2024). Evidence of a European seed dispersal crisis. Science, 386(6718), 206-211.",1,40.921,-2.128,Granivore,Palearctic
Streptopelia turtur,Silybum marianum,Mendes_Mediterranean,"Mendes, S. B., Olesen, J. M., Memmott, J., Costa, J. M., Timóteo, S., Dengucho, A. L., ... & Heleno, R. (2024). Evidence of a European seed dispersal crisis. Science, 386(6718), 206-211.",1,40.921,-2.128,Granivore,Palearctic
Streptopelia turtur,Trifolium stellatum,Mendes_Mediterranean,"Mendes, S. B., Olesen, J. M., Memmott, J., Costa, J. M., Timóteo, S., Dengucho, A. L., ... & Heleno, R. (2024). Evidence of a European seed dispersal crisis. Science, 386(6718), 206-211.",1,40.921,-2.128,Granivore,Palearctic
Corvus frugilegus,Anchusa officinalis,Mendes_Continental,"Mendes, S. B., Olesen, J. M., Memmott, J., Costa, J. M., Timóteo, S., Dengucho, A. L., ... & Heleno, R. (2024). Evidence of a European seed dispersal crisis. Science, 386(6718), 206-211.",1,51.6052,20.22,Omnivore,Palearctic
Corvus frugilegus,Centaurea cyanus,Mendes_Continental,"Mendes, S. B., Olesen, J. M., Memmott, J., Costa, J. M., Timóteo, S., Dengucho, A. L., ... & Heleno, R. (2024). Evidence of a European seed dispersal crisis. Science, 386(6718), 206-211.",1,51.6052,20.22,Omnivore,Palearctic
Corvus frugilegus,Echinochloa crus-galli,Mendes_Continental,"Mendes, S. B., Olesen, J. M., Memmott, J., Costa, J. M., Timóteo, S., Dengucho, A. L., ... & Heleno, R. (2024). Evidence of a European seed dispersal crisis. Science, 386(6718), 206-211.",1,51.6052,20.22,Omnivore,Palearctic
Corvus frugilegus,Fallopia convolvulus,Mendes_Continental,"Mendes, S. B., Olesen, J. M., Memmott, J., Costa, J. M., Timóteo, S., Dengucho, A. L., ... & Heleno, R. (2024). Evidence of a European seed dispersal crisis. Science, 386(6718), 206-211.",1,51.6052,20.22,Omnivore,Palearctic
Corvus frugilegus,Setaria pumila,Mendes_Continental,"Mendes, S. B., Olesen, J. M., Memmott, J., Costa, J. M., Timóteo, S., Dengucho, A. L., ... & Heleno, R. (2024). Evidence of a European seed dispersal crisis. Science, 386(6718), 206-211.",1,51.6052,20.22,Omnivore,Palearctic
Corvus frugilegus,Setaria viridis,Mendes_Continental,"Mendes, S. B., Olesen, J. M., Memmott, J., Costa, J. M., Timóteo, S., Dengucho, A. L., ... & Heleno, R. (2024). Evidence of a European seed dispersal crisis. Science, 386(6718), 206-211.",1,51.6052,20.22,Omnivore,Palearctic
