Species,plant_id,database,ref,interaction,lat,lon,Trophic.Niche,Realm
Erithacus rubecula,Pistacia lentiscus,Acosta-Rojas_et_al._Seed_dispersal_network_matrix,"Acosta-Rojas, D. C., Jiménez-Franco, M. V., Zapata-Pérez, V. M., De la Rúa, P., & Martínez-López, V. (2019). An integrative approach to discern the seed dispersal role of frugivorous guilds in a Mediterranean semiarid priority habitat. PeerJ, 7, e7609",1,37.5608,-0.949832,Omnivore,Palearctic
Phoenicurus ochruros,Asparagus albus,Acosta-Rojas_et_al._Seed_dispersal_network_matrix,"Acosta-Rojas, D. C., Jiménez-Franco, M. V., Zapata-Pérez, V. M., De la Rúa, P., & Martínez-López, V. (2019). An integrative approach to discern the seed dispersal role of frugivorous guilds in a Mediterranean semiarid priority habitat. PeerJ, 7, e7609",1,37.560797,-0.949832,Invertivore,Palearctic
Phoenicurus ochruros,Pistacia lentiscus,Acosta-Rojas_et_al._Seed_dispersal_network_matrix,"Acosta-Rojas, D. C., Jiménez-Franco, M. V., Zapata-Pérez, V. M., De la Rúa, P., & Martínez-López, V. (2019). An integrative approach to discern the seed dispersal role of frugivorous guilds in a Mediterranean semiarid priority habitat. PeerJ, 7, e7609",1,37.5608,-0.949832,Invertivore,Palearctic
Phoenicurus ochruros,Withania frutescens,Acosta-Rojas_et_al._Seed_dispersal_network_matrix,"Acosta-Rojas, D. C., Jiménez-Franco, M. V., Zapata-Pérez, V. M., De la Rúa, P., & Martínez-López, V. (2019). An integrative approach to discern the seed dispersal role of frugivorous guilds in a Mediterranean semiarid priority habitat. PeerJ, 7, e7609",1,37.5608,-0.949832,Invertivore,Palearctic
Sylvia atricapilla,Osyris lanceolata,Acosta-Rojas_et_al._Seed_dispersal_network_matrix,"Acosta-Rojas, D. C., Jiménez-Franco, M. V., Zapata-Pérez, V. M., De la Rúa, P., & Martínez-López, V. (2019). An integrative approach to discern the seed dispersal role of frugivorous guilds in a Mediterranean semiarid priority habitat. PeerJ, 7, e7609",1,37.5608,-0.949832,Omnivore,Palearctic
Sylvia melanocephala,Lycium intricatum,Acosta-Rojas_et_al._Seed_dispersal_network_matrix,"Acosta-Rojas, D. C., Jiménez-Franco, M. V., Zapata-Pérez, V. M., De la Rúa, P., & Martínez-López, V. (2019). An integrative approach to discern the seed dispersal role of frugivorous guilds in a Mediterranean semiarid priority habitat. PeerJ, 7, e7609",1,37.5608,-0.949832,Invertivore,Saharo-Arabian
Sylvia melanocephala,Pistacia lentiscus,Acosta-Rojas_et_al._Seed_dispersal_network_matrix,"Acosta-Rojas, D. C., Jiménez-Franco, M. V., Zapata-Pérez, V. M., De la Rúa, P., & Martínez-López, V. (2019). An integrative approach to discern the seed dispersal role of frugivorous guilds in a Mediterranean semiarid priority habitat. PeerJ, 7, e7609",1,37.5608,-0.949832,Invertivore,Saharo-Arabian
Sylvia undata,Pistacia lentiscus,Acosta-Rojas_et_al._Seed_dispersal_network_matrix,"Acosta-Rojas, D. C., Jiménez-Franco, M. V., Zapata-Pérez, V. M., De la Rúa, P., & Martínez-López, V. (2019). An integrative approach to discern the seed dispersal role of frugivorous guilds in a Mediterranean semiarid priority habitat. PeerJ, 7, e7609",1,37.5608,-0.949832,Invertivore,Palearctic
Turdus merula,Asparagus albus,Acosta-Rojas_et_al._Seed_dispersal_network_matrix,"Acosta-Rojas, D. C., Jiménez-Franco, M. V., Zapata-Pérez, V. M., De la Rúa, P., & Martínez-López, V. (2019). An integrative approach to discern the seed dispersal role of frugivorous guilds in a Mediterranean semiarid priority habitat. PeerJ, 7, e7609",1,37.560797,-0.949832,Omnivore,Palearctic
Turdus merula,Pistacia lentiscus,Acosta-Rojas_et_al._Seed_dispersal_network_matrix,"Acosta-Rojas, D. C., Jiménez-Franco, M. V., Zapata-Pérez, V. M., De la Rúa, P., & Martínez-López, V. (2019). An integrative approach to discern the seed dispersal role of frugivorous guilds in a Mediterranean semiarid priority habitat. PeerJ, 7, e7609",1,37.5608,-0.949832,Omnivore,Palearctic
Turdus philomelos,Daphne gnidium,Acosta-Rojas_et_al._Seed_dispersal_network_matrix,"Acosta-Rojas, D. C., Jiménez-Franco, M. V., Zapata-Pérez, V. M., De la Rúa, P., & Martínez-López, V. (2019). An integrative approach to discern the seed dispersal role of frugivorous guilds in a Mediterranean semiarid priority habitat. PeerJ, 7, e7609",1,37.560797,-0.949832,Invertivore,Palearctic
Turdus philomelos,Pistacia lentiscus,Acosta-Rojas_et_al._Seed_dispersal_network_matrix,"Acosta-Rojas, D. C., Jiménez-Franco, M. V., Zapata-Pérez, V. M., De la Rúa, P., & Martínez-López, V. (2019). An integrative approach to discern the seed dispersal role of frugivorous guilds in a Mediterranean semiarid priority habitat. PeerJ, 7, e7609",1,37.5608,-0.949832,Invertivore,Palearctic
Turdus viscivorus,Asparagus albus,Acosta-Rojas_et_al._Seed_dispersal_network_matrix,"Acosta-Rojas, D. C., Jiménez-Franco, M. V., Zapata-Pérez, V. M., De la Rúa, P., & Martínez-López, V. (2019). An integrative approach to discern the seed dispersal role of frugivorous guilds in a Mediterranean semiarid priority habitat. PeerJ, 7, e7609",1,37.560797,-0.949832,Omnivore,Palearctic
Turdus viscivorus,Asparagus horridus,Acosta-Rojas_et_al._Seed_dispersal_network_matrix,"Acosta-Rojas, D. C., Jiménez-Franco, M. V., Zapata-Pérez, V. M., De la Rúa, P., & Martínez-López, V. (2019). An integrative approach to discern the seed dispersal role of frugivorous guilds in a Mediterranean semiarid priority habitat. PeerJ, 7, e7609",1,37.560797,-0.949832,Omnivore,Palearctic
Turdus viscivorus,Daphne gnidium,Acosta-Rojas_et_al._Seed_dispersal_network_matrix,"Acosta-Rojas, D. C., Jiménez-Franco, M. V., Zapata-Pérez, V. M., De la Rúa, P., & Martínez-López, V. (2019). An integrative approach to discern the seed dispersal role of frugivorous guilds in a Mediterranean semiarid priority habitat. PeerJ, 7, e7609",1,37.560797,-0.949832,Omnivore,Palearctic
Turdus viscivorus,Ficus carica,Acosta-Rojas_et_al._Seed_dispersal_network_matrix,"Acosta-Rojas, D. C., Jiménez-Franco, M. V., Zapata-Pérez, V. M., De la Rúa, P., & Martínez-López, V. (2019). An integrative approach to discern the seed dispersal role of frugivorous guilds in a Mediterranean semiarid priority habitat. PeerJ, 7, e7609",1,37.560797,-0.949832,Omnivore,Palearctic
Turdus viscivorus,Lycium intricatum,Acosta-Rojas_et_al._Seed_dispersal_network_matrix,"Acosta-Rojas, D. C., Jiménez-Franco, M. V., Zapata-Pérez, V. M., De la Rúa, P., & Martínez-López, V. (2019). An integrative approach to discern the seed dispersal role of frugivorous guilds in a Mediterranean semiarid priority habitat. PeerJ, 7, e7609",1,37.5608,-0.949832,Omnivore,Palearctic
Turdus viscivorus,Myrtus communis,Acosta-Rojas_et_al._Seed_dispersal_network_matrix,"Acosta-Rojas, D. C., Jiménez-Franco, M. V., Zapata-Pérez, V. M., De la Rúa, P., & Martínez-López, V. (2019). An integrative approach to discern the seed dispersal role of frugivorous guilds in a Mediterranean semiarid priority habitat. PeerJ, 7, e7609",1,37.5608,-0.949832,Omnivore,Palearctic
Turdus viscivorus,Osyris lanceolata,Acosta-Rojas_et_al._Seed_dispersal_network_matrix,"Acosta-Rojas, D. C., Jiménez-Franco, M. V., Zapata-Pérez, V. M., De la Rúa, P., & Martínez-López, V. (2019). An integrative approach to discern the seed dispersal role of frugivorous guilds in a Mediterranean semiarid priority habitat. PeerJ, 7, e7609",1,37.5608,-0.949832,Omnivore,Palearctic
Turdus viscivorus,Phoenix dactylifera,Acosta-Rojas_et_al._Seed_dispersal_network_matrix,"Acosta-Rojas, D. C., Jiménez-Franco, M. V., Zapata-Pérez, V. M., De la Rúa, P., & Martínez-López, V. (2019). An integrative approach to discern the seed dispersal role of frugivorous guilds in a Mediterranean semiarid priority habitat. PeerJ, 7, e7609",1,37.5608,-0.949832,Omnivore,Palearctic
Turdus viscivorus,Pistacia lentiscus,Acosta-Rojas_et_al._Seed_dispersal_network_matrix,"Acosta-Rojas, D. C., Jiménez-Franco, M. V., Zapata-Pérez, V. M., De la Rúa, P., & Martínez-López, V. (2019). An integrative approach to discern the seed dispersal role of frugivorous guilds in a Mediterranean semiarid priority habitat. PeerJ, 7, e7609",1,37.5608,-0.949832,Omnivore,Palearctic
Turdus viscivorus,Rhamnus alaternus,Acosta-Rojas_et_al._Seed_dispersal_network_matrix,"Acosta-Rojas, D. C., Jiménez-Franco, M. V., Zapata-Pérez, V. M., De la Rúa, P., & Martínez-López, V. (2019). An integrative approach to discern the seed dispersal role of frugivorous guilds in a Mediterranean semiarid priority habitat. PeerJ, 7, e7609",1,37.5608,-0.949832,Omnivore,Palearctic
Turdus viscivorus,Withania frutescens,Acosta-Rojas_et_al._Seed_dispersal_network_matrix,"Acosta-Rojas, D. C., Jiménez-Franco, M. V., Zapata-Pérez, V. M., De la Rúa, P., & Martínez-López, V. (2019). An integrative approach to discern the seed dispersal role of frugivorous guilds in a Mediterranean semiarid priority habitat. PeerJ, 7, e7609",1,37.5608,-0.949832,Omnivore,Palearctic
Bonasa bonasia,Sorbus aucuparia,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Herbivore terrestrial,Palearctic
Bonasa bonasia,Viburnum opulus,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Herbivore terrestrial,Palearctic
Columba palumbus,Prunus padus,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Dendrocopos leucotos,Prunus padus,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Invertivore,Palearctic
Dendrocopos leucotos,Sorbus aucuparia,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Invertivore,Palearctic
Dendrocopos major,Frangula alnus,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Dendrocopos major,Prunus padus,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Dendrocopos major,Ribes spicatum,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Dendrocopos major,Rubus idaeus,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Dendrocopos major,Sorbus aucuparia,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Leiopicus medius,Frangula alnus,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Invertivore,Palearctic
Leiopicus medius,Sorbus aucuparia,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Invertivore,Palearctic
Dryocopus martius,Sorbus aucuparia,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Invertivore,Palearctic
Erithacus rubecula,Cornus sanguinea,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Erithacus rubecula,Crataegus monogyna,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Erithacus rubecula,Euonymus europaeus,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Erithacus rubecula,Euonymus verrucosus,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Erithacus rubecula,Frangula alnus,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Erithacus rubecula,Lonicera xylosteum,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Erithacus rubecula,Prunus padus,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Erithacus rubecula,Rhamnus cathartica,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Erithacus rubecula,Ribes alpinum,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Erithacus rubecula,Ribes nigrum,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Erithacus rubecula,Ribes spicatum,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Erithacus rubecula,Sambucus nigra,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Erithacus rubecula,Sorbus aucuparia,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Erithacus rubecula,Viburnum opulus,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Ficedula hypoleuca,Prunus padus,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Invertivore,Palearctic
Ficedula hypoleuca,Sorbus aucuparia,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Invertivore,Palearctic
Ficedula parva,Euonymus europaeus,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Invertivore,Palearctic
Garrulus glandarius,Crataegus monogyna,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Garrulus glandarius,Prunus padus,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Garrulus glandarius,Ribes spicatum,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Garrulus glandarius,Sorbus aucuparia,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Garrulus glandarius,Viburnum opulus,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Hippolais icterina,Sambucus nigra,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Invertivore,Palearctic
Hippolais icterina,Viburnum opulus,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Invertivore,Palearctic
Luscinia luscinia,Frangula alnus,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Invertivore,Palearctic
Luscinia luscinia,Prunus padus,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Invertivore,Palearctic
Luscinia luscinia,Ribes nigrum,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Invertivore,Palearctic
Luscinia luscinia,Ribes spicatum,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Invertivore,Palearctic
Muscicapa striata,Frangula alnus,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Invertivore,Palearctic
Muscicapa striata,Prunus padus,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Invertivore,Palearctic
Oriolus oriolus,Prunus padus,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Omnivore,Palearctic
Periparus ater,Prunus padus,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Invertivore,Palearctic
Parus major,Euonymus europaeus,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Invertivore,Palearctic
Parus major,Frangula alnus,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Invertivore,Palearctic
Parus major,Prunus padus,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Invertivore,Palearctic
Parus major,Rhamnus cathartica,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Invertivore,Palearctic
Parus major,Ribes spicatum,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Invertivore,Palearctic
Parus major,Viburnum opulus,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Invertivore,Palearctic
Poecile montanus,Euonymus europaeus,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Invertivore,Palearctic
Poecile montanus,Sorbus aucuparia,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Invertivore,Palearctic
Poecile palustris,Crataegus monogyna,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Invertivore,Palearctic
Poecile palustris,Euonymus europaeus,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Invertivore,Palearctic
Poecile palustris,Frangula alnus,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Invertivore,Palearctic
Poecile palustris,Prunus padus,00InteractionData_PL,"Albrecht, J., Bohle, V., Berens, D. G., Jaroszewicz, B., Selva, N., & Farwig, N. (2015). Variation in neighbourhood context shapes frugivore?mediated facilitation and competition among co?dispersed plant species. Journal of Ecology, 103(2), 526-536.",1,52.77258,23.76672,Invertivore,Palearctic
